latitude,longitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
34.04,-118.43,52.0,2425.0,435.0,962.0,412.0,5.8587,494700.0
34.05,-118.45,28.0,801.0,399.0,936.0,406.0,2.1875,181300.0
34.04,-118.45,22.0,3319.0,1045.0,1848.0,940.0,3.6673,283300.0
34.04,-118.45,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,277500.0
34.05,-118.46,25.0,6902.0,2138.0,3136.0,1844.0,2.6509,410000.0
34.05,-118.45,23.0,4099.0,1287.0,2103.0,1217.0,3.7549,275000.0
34.04,-118.46,19.0,3522.0,1036.0,1820.0,977.0,3.2663,337500.0
34.04,-118.47,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,268800.0
34.04,-118.45,19.0,3330.0,1010.0,1837.0,915.0,3.0173,393800.0
34.04,-118.46,25.0,2142.0,718.0,1390.0,699.0,3.0069,325000.0
34.04,-118.46,25.0,2768.0,850.0,1558.0,784.0,3.6976,360000.0
34.04,-118.46,17.0,2729.0,897.0,1404.0,758.0,3.1235,420800.0
34.04,-118.46,31.0,2621.0,707.0,1632.0,673.0,3.287,348100.0
34.04,-118.45,21.0,2819.0,648.0,1435.0,593.0,3.9489,360200.0
34.03,-118.45,45.0,727.0,168.0,520.0,175.0,2.6528,300000.0
34.03,-118.45,39.0,1657.0,402.0,931.0,363.0,3.7813,336300.0
34.04,-118.44,49.0,32.0,7.0,14.0,7.0,2.1875,225000.0
34.04,-118.44,16.0,18.0,6.0,3.0,4.0,0.536,350000.0
34.04,-118.44,31.0,2670.0,662.0,1535.0,631.0,3.0714,347800.0
34.04,-118.43,52.0,1782.0,308.0,735.0,307.0,5.2954,485100.0
34.04,-118.42,46.0,1508.0,276.0,639.0,273.0,4.925,409800.0
34.04,-118.43,42.0,2725.0,569.0,1115.0,516.0,4.5833,427500.0
34.05,-118.41,16.0,9728.0,2211.0,3026.0,1899.0,5.8758,500001.0
34.05,-118.42,33.0,2921.0,652.0,1124.0,608.0,5.0151,500001.0
34.05,-118.42,52.0,2533.0,402.0,981.0,386.0,7.8164,500001.0
34.05,-118.4,26.0,4473.0,923.0,1518.0,805.0,5.0762,500001.0
34.04,-118.4,40.0,2079.0,268.0,720.0,282.0,9.272,500001.0
34.04,-118.4,42.0,1298.0,174.0,420.0,190.0,12.8483,500001.0
34.03,-118.4,36.0,1831.0,296.0,871.0,269.0,8.1484,500001.0
34.03,-118.41,33.0,1730.0,386.0,994.0,363.0,3.7277,500001.0
34.04,-118.41,49.0,601.0,95.0,228.0,106.0,8.0239,500001.0
34.05,-118.39,35.0,2458.0,576.0,1047.0,554.0,4.0283,412500.0
34.05,-118.39,42.0,3105.0,559.0,1253.0,531.0,5.222,500001.0
34.05,-118.4,34.0,2113.0,459.0,859.0,432.0,3.6953,500001.0
34.05,-118.39,25.0,2814.0,701.0,1139.0,658.0,4.0153,460000.0
34.04,-118.41,52.0,1907.0,261.0,681.0,249.0,10.9805,500001.0
34.04,-118.41,52.0,2113.0,332.0,800.0,327.0,11.1768,500001.0
34.03,-118.41,36.0,3053.0,635.0,1234.0,577.0,5.1637,500001.0
34.04,-118.42,51.0,1975.0,348.0,771.0,357.0,6.626,500001.0
34.04,-118.42,52.0,1358.0,272.0,574.0,267.0,5.6454,500001.0
34.04,-118.39,45.0,2089.0,312.0,834.0,305.0,7.3028,500001.0
34.04,-118.39,44.0,1873.0,286.0,635.0,283.0,5.5951,461300.0
34.04,-118.4,43.0,3863.0,537.0,1398.0,511.0,8.5938,500001.0
34.05,-118.4,43.0,1028.0,145.0,394.0,149.0,10.4519,500001.0
34.05,-118.39,42.0,1467.0,203.0,577.0,204.0,6.6368,500001.0
34.04,-118.38,35.0,2237.0,592.0,1794.0,543.0,2.2961,207700.0
34.04,-118.38,31.0,2846.0,727.0,2120.0,672.0,2.7226,254200.0
34.04,-118.38,45.0,767.0,130.0,254.0,118.0,6.2895,340400.0
34.04,-118.38,36.0,3005.0,771.0,2054.0,758.0,2.0437,309100.0
34.04,-118.38,39.0,2614.0,569.0,1665.0,553.0,3.4063,271600.0
34.04,-118.39,41.0,101.0,23.0,85.0,30.0,4.125,237500.0
34.04,-118.39,52.0,1492.0,277.0,666.0,289.0,4.7386,340400.0
34.04,-118.39,49.0,1230.0,279.0,669.0,269.0,3.9038,308300.0
34.03,-118.39,28.0,1722.0,536.0,1161.0,481.0,3.2228,232500.0
34.03,-118.39,25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0
34.03,-118.4,24.0,1101.0,318.0,491.0,287.0,3.2222,319400.0
34.03,-118.4,43.0,1006.0,201.0,520.0,199.0,6.5669,372800.0
34.03,-118.41,26.0,4376.0,1394.0,2435.0,1250.0,2.8418,327300.0
34.02,-118.4,19.0,7297.0,2331.0,3870.0,2144.0,3.116,300000.0
34.02,-118.4,27.0,515.0,201.0,397.0,228.0,2.4135,184400.0
34.03,-118.41,24.0,3711.0,1192.0,1764.0,1147.0,3.1642,366700.0
34.02,-118.41,24.0,2610.0,756.0,1322.0,692.0,3.5022,281300.0
34.02,-118.41,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,320000.0
34.03,-118.39,19.0,1450.0,509.0,746.0,437.0,3.1415,55000.0
34.03,-118.4,13.0,6152.0,1978.0,3397.0,1845.0,3.4058,275000.0
34.03,-118.38,36.0,2101.0,569.0,1756.0,527.0,2.9344,222100.0
34.03,-118.39,39.0,1366.0,375.0,1237.0,370.0,3.7206,230900.0
34.04,-118.37,43.0,888.0,170.0,514.0,161.0,3.1827,202800.0
34.04,-118.37,42.0,1809.0,424.0,1094.0,382.0,2.767,143000.0
34.03,-118.38,43.0,912.0,255.0,705.0,246.0,2.6402,185700.0
34.04,-118.37,25.0,542.0,161.0,442.0,131.0,2.25,333300.0
34.04,-118.37,43.0,1465.0,278.0,727.0,290.0,4.0781,289400.0
34.03,-118.42,45.0,1262.0,223.0,637.0,221.0,5.0866,427300.0
34.03,-118.43,45.0,1740.0,311.0,788.0,306.0,5.2099,373600.0
34.03,-118.43,39.0,1733.0,429.0,855.0,387.0,3.2308,340800.0
34.03,-118.43,26.0,1706.0,516.0,894.0,435.0,3.1875,372700.0
34.03,-118.42,44.0,904.0,176.0,358.0,158.0,3.3542,344200.0
34.03,-118.44,25.0,2059.0,659.0,1349.0,588.0,3.2396,352400.0
34.03,-118.43,36.0,1552.0,388.0,867.0,352.0,3.6467,346700.0
34.03,-118.44,37.0,1193.0,205.0,488.0,224.0,3.625,357600.0
34.03,-118.44,37.0,975.0,189.0,489.0,202.0,4.2434,331000.0
34.03,-118.44,30.0,1039.0,303.0,606.0,274.0,3.125,343800.0
34.03,-118.45,41.0,1240.0,320.0,711.0,304.0,3.3482,318100.0
34.03,-118.45,41.0,2083.0,528.0,993.0,481.0,4.0231,353900.0
34.03,-118.44,41.0,1164.0,265.0,561.0,251.0,4.2411,350900.0
34.02,-118.44,37.0,1592.0,308.0,783.0,321.0,6.2583,386000.0
34.01,-118.44,43.0,1408.0,246.0,651.0,240.0,4.5795,400000.0
34.01,-118.44,41.0,1309.0,221.0,534.0,228.0,5.1708,418800.0
34.01,-118.45,37.0,1328.0,250.0,626.0,228.0,5.8666,440100.0
34.01,-118.45,40.0,1361.0,240.0,559.0,229.0,6.3516,354300.0
34.01,-118.45,36.0,2424.0,418.0,1123.0,417.0,6.4755,405800.0
34.02,-118.44,32.0,2242.0,490.0,921.0,461.0,4.0429,500001.0
34.01,-118.43,43.0,1487.0,242.0,675.0,247.0,5.3403,489800.0
34.02,-118.44,39.0,3278.0,632.0,1321.0,617.0,6.2917,465700.0
34.02,-118.43,38.0,2172.0,437.0,830.0,368.0,3.9091,500001.0
34.02,-118.43,42.0,1528.0,244.0,634.0,242.0,8.1631,500001.0
34.02,-118.43,41.0,2403.0,516.0,1001.0,514.0,4.3906,500001.0
34.03,-118.42,44.0,629.0,131.0,326.0,156.0,4.5278,374300.0
34.03,-118.41,20.0,4374.0,1311.0,2165.0,1185.0,3.6019,463600.0
34.02,-118.42,21.0,3244.0,815.0,1423.0,781.0,3.6488,340800.0
34.02,-118.42,34.0,2243.0,444.0,973.0,413.0,4.9676,414100.0
34.02,-118.42,28.0,3167.0,737.0,1248.0,665.0,3.1941,394700.0
34.02,-118.42,34.0,2995.0,942.0,2626.0,947.0,2.2402,450000.0
34.02,-118.41,34.0,1430.0,357.0,805.0,362.0,3.3462,307000.0
34.02,-118.42,22.0,3292.0,1134.0,1655.0,898.0,3.1746,348800.0
34.02,-118.42,26.0,2664.0,842.0,1745.0,789.0,3.4269,301900.0
34.02,-118.41,35.0,1728.0,442.0,1161.0,420.0,3.725,310000.0
34.02,-118.41,19.0,4702.0,1472.0,2636.0,1334.0,3.3955,225000.0
34.02,-118.41,27.0,2224.0,618.0,1594.0,625.0,3.0833,315500.0
34.01,-118.42,33.0,2731.0,535.0,1280.0,510.0,4.7083,420100.0
34.01,-118.42,32.0,1300.0,356.0,703.0,311.0,3.5667,394000.0
34.01,-118.43,27.0,3133.0,1021.0,2242.0,1002.0,2.697,412500.0
34.01,-118.43,41.0,1527.0,279.0,746.0,285.0,6.4232,446600.0
34.01,-118.43,31.0,2526.0,528.0,1046.0,504.0,4.7009,500001.0
34.01,-118.44,42.0,2061.0,396.0,907.0,393.0,6.0804,420000.0
34.0,-118.44,44.0,1462.0,338.0,821.0,341.0,2.599,362200.0
34.0,-118.44,44.0,1798.0,353.0,835.0,314.0,4.75,355800.0
34.0,-118.45,39.0,1909.0,359.0,867.0,345.0,4.7,334700.0
34.0,-118.44,40.0,1287.0,346.0,806.0,311.0,3.875,321300.0
34.0,-118.43,30.0,2148.0,597.0,1341.0,559.0,3.3995,324000.0
34.0,-118.44,22.0,5822.0,1707.0,3335.0,1585.0,3.1579,243100.0
34.0,-118.44,41.0,1562.0,377.0,874.0,368.0,4.1083,324300.0
34.01,-118.42,42.0,1594.0,369.0,952.0,362.0,3.099,335400.0
34.01,-118.42,29.0,1996.0,489.0,960.0,449.0,3.6611,344200.0
34.0,-118.42,31.0,1930.0,456.0,1002.0,410.0,3.9798,458600.0
34.0,-118.43,28.0,6128.0,1963.0,3586.0,1815.0,2.7058,310900.0
34.01,-118.46,43.0,513.0,98.0,266.0,103.0,5.6428,343100.0
34.0,-118.46,39.0,4098.0,1100.0,2054.0,1053.0,2.918,345600.0
34.0,-118.46,37.0,388.0,83.0,248.0,84.0,5.1664,326700.0
34.0,-118.46,36.0,1392.0,260.0,679.0,247.0,4.7344,346900.0
34.01,-118.46,39.0,711.0,148.0,347.0,153.0,4.2813,297200.0
34.0,-118.47,38.0,1235.0,390.0,891.0,376.0,2.7143,287500.0
34.0,-118.47,41.0,2331.0,636.0,1839.0,537.0,2.288,263500.0
34.0,-118.46,39.0,614.0,174.0,538.0,159.0,2.3542,235700.0
33.99,-118.47,34.0,1875.0,501.0,1491.0,526.0,2.8417,321400.0
34.0,-118.47,37.0,2586.0,765.0,1801.0,737.0,2.6042,305800.0
33.99,-118.47,31.0,1312.0,376.0,1178.0,330.0,2.0714,300000.0
33.99,-118.47,41.0,1146.0,310.0,833.0,270.0,2.5938,285000.0
33.99,-118.47,33.0,854.0,235.0,645.0,198.0,2.1471,239300.0
33.98,-118.51,40.0,1901.0,679.0,865.0,587.0,2.3417,425000.0
33.99,-118.48,46.0,2219.0,686.0,1107.0,590.0,2.5523,387500.0
33.99,-118.47,50.0,1568.0,501.0,764.0,478.0,3.015,414300.0
33.99,-118.47,52.0,1523.0,447.0,636.0,408.0,3.0682,412500.0
33.99,-118.47,52.0,2167.0,622.0,1095.0,570.0,2.8514,358700.0
33.99,-118.47,37.0,2155.0,721.0,1082.0,637.0,3.4071,267500.0
33.99,-118.47,24.0,1438.0,454.0,665.0,416.0,2.975,500001.0
33.97,-118.5,52.0,709.0,329.0,388.0,313.0,2.2643,350000.0
33.99,-118.45,52.0,1010.0,244.0,573.0,242.0,4.1861,363200.0
33.99,-118.46,52.0,1158.0,253.0,528.0,253.0,3.5234,334700.0
33.99,-118.46,44.0,1122.0,287.0,531.0,256.0,4.0598,335900.0
34.0,-118.46,44.0,941.0,230.0,493.0,206.0,3.6458,325800.0
34.0,-118.46,52.0,888.0,206.0,376.0,194.0,3.875,372000.0
34.0,-118.45,46.0,1777.0,362.0,896.0,334.0,4.45,348300.0
34.0,-118.45,43.0,1606.0,408.0,862.0,354.0,3.962,345800.0
34.0,-118.45,48.0,1923.0,408.0,1142.0,433.0,4.575,326700.0
33.99,-118.45,33.0,3125.0,785.0,1720.0,713.0,2.9722,325000.0
33.99,-118.45,52.0,1829.0,472.0,779.0,424.0,3.1607,339000.0
33.99,-118.46,41.0,885.0,285.0,562.0,268.0,3.1992,303800.0
33.99,-118.46,37.0,1828.0,460.0,1075.0,453.0,4.337,360600.0
33.98,-118.46,32.0,2388.0,591.0,1009.0,556.0,5.2121,466700.0
33.99,-118.46,35.0,1214.0,300.0,478.0,265.0,4.0156,500001.0
33.98,-118.46,27.0,2217.0,520.0,806.0,458.0,3.8935,500001.0
33.97,-118.5,29.0,2737.0,808.0,1157.0,696.0,5.128,500001.0
33.99,-118.45,45.0,1132.0,269.0,654.0,264.0,4.5673,343100.0
33.99,-118.45,26.0,1919.0,405.0,953.0,371.0,6.0672,420800.0
33.98,-118.46,19.0,2520.0,726.0,964.0,663.0,3.8068,500001.0
33.97,-118.46,19.0,1658.0,427.0,648.0,378.0,3.8698,500001.0
33.97,-118.46,18.0,9430.0,2473.0,3408.0,2003.0,6.1726,500001.0
33.97,-118.46,19.0,2461.0,521.0,777.0,447.0,10.0,500001.0
33.96,-118.48,16.0,895.0,181.0,237.0,149.0,12.0088,500001.0
34.0,-118.4,10.0,1526.0,339.0,705.0,268.0,5.8083,321800.0
34.0,-118.41,35.0,684.0,161.0,381.0,159.0,2.8393,272000.0
34.0,-118.41,30.0,3550.0,934.0,3738.0,880.0,3.191,271200.0
34.0,-118.41,18.0,1307.0,441.0,884.0,456.0,2.9338,276300.0
34.0,-118.42,14.0,3771.0,1180.0,2355.0,978.0,3.1603,287500.0
33.99,-118.42,35.0,1701.0,482.0,1428.0,494.0,3.725,284600.0
33.99,-118.43,35.0,2243.0,495.0,1135.0,465.0,4.3281,324000.0
33.98,-118.43,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,351700.0
33.99,-118.43,45.0,1899.0,461.0,1260.0,415.0,2.6667,320000.0
33.99,-118.43,43.0,2483.0,548.0,1212.0,493.0,4.0189,302900.0
33.99,-118.42,23.0,5548.0,1245.0,2847.0,1229.0,4.4228,366900.0
33.98,-118.42,3.0,475.0,155.0,236.0,153.0,3.6667,450000.0
33.99,-118.43,42.0,2558.0,558.0,1328.0,541.0,4.875,301300.0
33.99,-118.44,43.0,1432.0,308.0,782.0,303.0,4.3333,303900.0
33.99,-118.41,39.0,3014.0,822.0,3212.0,777.0,1.1985,215000.0
33.99,-118.42,38.0,740.0,171.0,599.0,194.0,4.0893,248900.0
33.99,-118.42,35.0,1724.0,419.0,1079.0,394.0,4.5521,263800.0
34.0,-118.41,35.0,1062.0,305.0,1026.0,307.0,2.7153,265500.0
33.99,-118.41,36.0,1089.0,234.0,632.0,215.0,3.6538,276100.0
33.99,-118.4,39.0,1613.0,380.0,1113.0,356.0,2.825,276700.0
33.98,-118.41,33.0,3331.0,777.0,1695.0,735.0,3.9727,307200.0
33.97,-118.39,38.0,993.0,175.0,374.0,180.0,6.2673,357200.0
33.97,-118.38,43.0,2715.0,458.0,1151.0,434.0,7.4897,362600.0
33.97,-118.39,44.0,1097.0,186.0,513.0,185.0,6.235,361400.0
33.97,-118.39,43.0,2700.0,510.0,1146.0,506.0,5.1333,345900.0
33.97,-118.39,46.0,2198.0,352.0,839.0,335.0,6.5778,350800.0
33.96,-118.39,45.0,1361.0,252.0,581.0,263.0,5.8143,340700.0
33.96,-118.39,45.0,1436.0,374.0,662.0,292.0,3.625,329400.0
33.98,-118.36,40.0,1113.0,234.0,584.0,231.0,3.0927,316000.0
33.98,-118.37,39.0,303.0,69.0,131.0,73.0,4.3438,331800.0
33.97,-118.37,32.0,6699.0,1781.0,2725.0,1544.0,3.3889,285700.0
33.97,-118.41,37.0,1629.0,275.0,668.0,266.0,6.1333,387200.0
33.97,-118.41,44.0,2298.0,388.0,849.0,360.0,5.5941,363500.0
33.96,-118.4,44.0,1877.0,314.0,877.0,320.0,6.8197,363600.0
33.96,-118.41,44.0,1802.0,306.0,753.0,282.0,6.0286,356000.0
33.97,-118.41,43.0,1464.0,224.0,581.0,232.0,6.2022,365900.0
33.97,-118.41,44.0,2789.0,503.0,3732.0,474.0,4.6176,352300.0
33.97,-118.42,44.0,1462.0,240.0,562.0,237.0,4.9375,365200.0
33.96,-118.42,44.0,1282.0,216.0,494.0,209.0,5.618,365900.0
33.96,-118.43,38.0,1104.0,216.0,415.0,163.0,6.1985,422000.0
33.96,-118.43,13.0,1860.0,345.0,800.0,355.0,5.8864,500001.0
33.96,-118.44,33.0,2799.0,491.0,978.0,447.0,5.6435,500001.0
33.96,-118.43,20.0,1901.0,270.0,704.0,254.0,8.7819,500001.0
33.97,-118.43,16.0,70.0,7.0,17.0,4.0,7.7197,500001.0
33.96,-118.42,24.0,4393.0,966.0,1257.0,579.0,5.0714,356100.0
33.96,-118.43,16.0,14891.0,3984.0,6270.0,3595.0,5.1064,283200.0
33.97,-118.4,35.0,913.0,161.0,451.0,172.0,5.6169,411200.0
33.98,-118.4,39.0,714.0,118.0,314.0,117.0,5.9856,432100.0
33.98,-118.4,36.0,2526.0,452.0,996.0,441.0,5.611,456600.0
33.97,-118.4,38.0,1089.0,174.0,502.0,180.0,7.5953,434800.0
33.97,-118.4,37.0,1364.0,248.0,494.0,242.0,4.6364,456300.0
33.97,-118.4,44.0,2825.0,453.0,1221.0,461.0,5.9544,377200.0
33.96,-118.4,43.0,2416.0,454.0,1028.0,409.0,5.6732,330700.0
33.97,-118.37,41.0,1833.0,355.0,847.0,348.0,5.726,287800.0
33.97,-118.38,42.0,1859.0,337.0,813.0,326.0,6.019,294500.0
33.96,-118.38,44.0,2395.0,458.0,1287.0,450.0,4.6923,299000.0
33.95,-118.38,35.0,3259.0,967.0,2003.0,920.0,3.2708,400000.0
33.95,-118.38,29.0,1821.0,588.0,1397.0,523.0,2.5833,187500.0
33.95,-118.37,5.0,6955.0,2062.0,3591.0,1566.0,3.111,247600.0
33.96,-118.4,44.0,1138.0,228.0,497.0,228.0,4.1852,303300.0
33.96,-118.41,15.0,412.0,128.0,310.0,137.0,3.9792,266700.0
33.96,-118.41,32.0,1044.0,219.0,567.0,222.0,4.1471,284400.0
33.94,-118.41,45.0,2038.0,394.0,1086.0,387.0,4.7375,289600.0
33.96,-118.45,24.0,3097.0,791.0,1075.0,639.0,5.723,500001.0
33.96,-118.45,36.0,2723.0,547.0,1090.0,519.0,6.3267,500001.0
33.95,-118.44,37.0,2076.0,332.0,771.0,327.0,6.2551,500001.0
33.92,-118.28,37.0,1761.0,409.0,1309.0,357.0,2.1875,175900.0
33.91,-118.28,41.0,620.0,133.0,642.0,162.0,2.6546,159600.0
33.9,-118.29,42.0,1273.0,309.0,1203.0,348.0,4.4636,162000.0
33.91,-118.29,41.0,2475.0,532.0,1416.0,470.0,3.8372,156400.0
33.91,-118.29,31.0,2025.0,618.0,2231.0,593.0,2.4741,151200.0
33.92,-118.29,23.0,2503.0,532.0,1735.0,505.0,2.7368,162800.0
33.88,-118.28,19.0,2758.0,675.0,2047.0,591.0,2.6618,179700.0
33.88,-118.29,32.0,2307.0,493.0,1754.0,528.0,4.317,232800.0
33.88,-118.29,27.0,2082.0,612.0,2009.0,548.0,2.9063,184100.0
33.89,-118.29,35.0,2810.0,614.0,1578.0,601.0,3.59,200600.0
33.87,-118.29,32.0,1700.0,340.0,864.0,317.0,4.381,238700.0
33.86,-118.3,35.0,2016.0,365.0,1083.0,369.0,5.1727,230200.0
33.86,-118.3,35.0,1511.0,274.0,853.0,308.0,4.9792,251300.0
33.85,-118.29,10.0,1391.0,420.0,1378.0,377.0,1.9049,222200.0
33.84,-118.31,5.0,3559.0,869.0,2965.0,794.0,2.6491,216700.0
33.84,-118.3,36.0,1428.0,268.0,825.0,250.0,4.7222,239600.0
33.84,-118.3,37.0,1241.0,226.0,621.0,255.0,4.9196,232400.0
33.85,-118.3,38.0,123.0,36.0,142.0,40.0,2.3942,200000.0
33.83,-118.3,31.0,2693.0,661.0,1598.0,618.0,3.1851,240200.0
33.83,-118.3,33.0,2716.0,660.0,1807.0,661.0,3.5473,226300.0
33.83,-118.31,27.0,2880.0,802.0,2083.0,727.0,2.9619,223400.0
33.82,-118.3,35.0,1499.0,340.0,1141.0,326.0,2.6136,213600.0
33.82,-118.3,26.0,2080.0,560.0,2096.0,506.0,2.8106,184400.0
33.82,-118.3,25.0,2659.0,765.0,2629.0,726.0,2.6368,175900.0
33.81,-118.3,17.0,5544.0,1068.0,3008.0,1038.0,5.322,282700.0
33.8,-118.3,27.0,2790.0,513.0,1498.0,519.0,5.3106,268300.0
33.8,-118.31,30.0,3096.0,757.0,2048.0,704.0,3.125,233300.0
33.79,-118.3,35.0,2793.0,686.0,2255.0,682.0,3.0057,235300.0
33.79,-118.3,9.0,2782.0,884.0,1790.0,748.0,2.9154,203300.0
33.79,-118.3,13.0,3569.0,924.0,2159.0,880.0,3.163,224200.0
33.78,-118.3,35.0,2572.0,504.0,1172.0,519.0,4.6207,304100.0
33.8,-118.26,41.0,2004.0,481.0,1658.0,456.0,3.1779,171100.0
33.8,-118.25,36.0,1697.0,394.0,1274.0,396.0,3.35,163100.0
33.79,-118.26,30.0,1291.0,230.0,835.0,215.0,5.5,181500.0
33.8,-118.27,38.0,1446.0,327.0,980.0,319.0,3.35,177700.0
33.79,-118.27,36.0,2218.0,561.0,1789.0,527.0,3.1613,182300.0
33.79,-118.27,39.0,1513.0,365.0,1227.0,354.0,3.3929,184600.0
33.8,-118.28,38.0,1471.0,329.0,1207.0,335.0,4.0,165500.0
33.79,-118.28,28.0,1895.0,420.0,1422.0,389.0,4.3816,191300.0
33.79,-118.28,36.0,1989.0,458.0,1668.0,455.0,3.3009,168000.0
33.78,-118.28,20.0,2233.0,591.0,1915.0,558.0,3.2011,169100.0
33.79,-118.29,10.0,3708.0,1016.0,2855.0,948.0,2.0,165400.0
33.79,-118.29,16.0,1867.0,571.0,951.0,498.0,3.3427,154200.0
33.79,-118.3,21.0,1068.0,283.0,1180.0,274.0,2.5,157500.0
33.8,-118.3,8.0,1115.0,412.0,1472.0,396.0,3.1392,146200.0
33.79,-118.27,31.0,1535.0,369.0,1291.0,340.0,2.9375,174000.0
33.79,-118.27,26.0,2109.0,651.0,2120.0,605.0,2.1447,158700.0
33.79,-118.27,39.0,1417.0,359.0,1450.0,367.0,2.8462,172000.0
33.79,-118.26,42.0,1162.0,264.0,1044.0,241.0,3.5488,205600.0
33.78,-118.27,21.0,3354.0,1174.0,4426.0,1110.0,2.5262,167300.0
33.78,-118.28,37.0,1212.0,304.0,1076.0,293.0,3.2115,160100.0
33.77,-118.3,18.0,3821.0,795.0,2831.0,769.0,2.9571,346200.0
33.76,-118.3,18.0,9659.0,1716.0,4336.0,1674.0,5.7764,290500.0
33.77,-118.28,47.0,307.0,69.0,374.0,65.0,2.9063,146900.0
33.75,-118.3,19.0,2356.0,440.0,1291.0,418.0,4.2308,416100.0
33.76,-118.3,6.0,6097.0,1270.0,2678.0,1226.0,5.1269,285200.0
33.75,-118.3,42.0,967.0,175.0,481.0,163.0,5.6611,265600.0
33.75,-118.3,48.0,1958.0,386.0,1098.0,380.0,4.625,273400.0
33.75,-118.3,23.0,1957.0,517.0,1454.0,526.0,3.5056,203100.0
34.24,-118.23,31.0,3857.0,607.0,1695.0,572.0,7.642,396400.0
34.23,-118.23,34.0,2377.0,362.0,1055.0,362.0,6.0,367100.0
34.24,-118.24,31.0,3019.0,469.0,1349.0,462.0,7.1463,394100.0
34.24,-118.24,31.0,3812.0,595.0,1645.0,591.0,7.585,380100.0
34.22,-118.23,36.0,2288.0,439.0,1079.0,434.0,4.5486,361000.0
34.23,-118.24,41.0,1912.0,308.0,896.0,314.0,5.3473,352700.0
34.23,-118.24,43.0,1061.0,208.0,514.0,208.0,6.01,254200.0
34.23,-118.24,42.0,1541.0,280.0,753.0,264.0,5.1028,292100.0
34.23,-118.25,35.0,2839.0,592.0,1413.0,538.0,4.1667,271200.0
34.25,-118.25,34.0,3150.0,518.0,1392.0,480.0,4.9355,336900.0
34.23,-118.25,34.0,2421.0,475.0,1232.0,454.0,4.6852,296200.0
34.24,-118.26,35.0,1535.0,283.0,816.0,287.0,6.1873,312100.0
34.24,-118.26,35.0,1666.0,280.0,788.0,273.0,6.6277,344400.0
34.24,-118.26,35.0,2485.0,418.0,1226.0,406.0,5.7083,329500.0
34.24,-118.26,42.0,890.0,179.0,555.0,200.0,4.4821,271900.0
34.23,-118.25,41.0,1979.0,496.0,1157.0,459.0,4.4083,217700.0
34.22,-118.25,30.0,2062.0,396.0,1089.0,375.0,5.5362,301200.0
34.23,-118.25,37.0,1954.0,368.0,967.0,370.0,5.0862,261300.0
34.23,-118.26,43.0,1428.0,325.0,836.0,302.0,4.5759,209200.0
34.23,-118.26,38.0,1107.0,194.0,518.0,195.0,7.5582,263700.0
34.23,-118.26,33.0,1805.0,303.0,838.0,301.0,5.4306,326600.0
34.21,-118.22,29.0,2174.0,418.0,1030.0,395.0,3.5707,341700.0
34.21,-118.23,36.0,2988.0,719.0,1357.0,657.0,3.5174,268000.0
34.21,-118.23,29.0,2584.0,608.0,1217.0,568.0,3.3287,273400.0
34.21,-118.23,32.0,1464.0,406.0,693.0,380.0,2.5463,200000.0
34.21,-118.23,38.0,1399.0,390.0,859.0,386.0,3.4148,234800.0
34.22,-118.24,41.0,2476.0,506.0,1271.0,485.0,3.4531,263900.0
34.22,-118.24,34.0,1722.0,406.0,926.0,371.0,4.1523,252000.0
34.22,-118.25,34.0,2510.0,535.0,1516.0,542.0,3.8068,267000.0
34.21,-118.23,50.0,309.0,47.0,121.0,45.0,6.213,285000.0
34.2,-118.23,51.0,1477.0,280.0,750.0,295.0,5.3925,317900.0
34.2,-118.23,48.0,1473.0,294.0,807.0,296.0,3.399,306300.0
34.2,-118.24,41.0,2067.0,452.0,1282.0,455.0,5.5756,309900.0
34.21,-118.24,32.0,3817.0,886.0,1888.0,829.0,3.5777,245600.0
34.22,-118.24,36.0,2507.0,517.0,1232.0,470.0,5.529,241300.0
34.22,-118.27,34.0,8206.0,1186.0,3141.0,1150.0,7.2812,462200.0
34.18,-118.23,47.0,1853.0,345.0,757.0,310.0,3.6875,422000.0
34.18,-118.23,43.0,1708.0,280.0,768.0,276.0,6.207,457400.0
34.18,-118.23,45.0,2332.0,,943.0,339.0,8.1132,446600.0
34.18,-118.26,32.0,14556.0,2077.0,5459.0,2017.0,8.1657,500001.0
34.19,-118.22,36.0,959.0,204.0,446.0,210.0,3.215,331300.0
34.19,-118.22,31.0,4704.0,920.0,1895.0,886.0,4.9297,400000.0
34.19,-118.22,36.0,2443.0,492.0,1115.0,493.0,3.9777,409800.0
34.18,-118.21,14.0,2672.0,335.0,1113.0,318.0,12.1579,500001.0
34.17,-118.23,37.0,4524.0,1005.0,2099.0,937.0,3.5781,366700.0
34.17,-118.21,24.0,8590.0,1231.0,3401.0,1178.0,8.1325,472700.0
34.16,-118.21,25.0,434.0,74.0,199.0,75.0,5.9199,420500.0
34.16,-118.19,49.0,1788.0,267.0,735.0,266.0,6.6009,375700.0
34.16,-118.2,31.0,5550.0,881.0,2465.0,862.0,6.8317,446100.0
34.16,-118.23,31.0,3105.0,582.0,1359.0,547.0,5.1718,429100.0
