make,model,year,engine_hp,engine_cylinders,transmission_type,vehicle_style,highway_mpg,city_mpg,price
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,4dr SUV,23,17,27650
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,4dr SUV,25,18,31335
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,4dr SUV,23,17,33035
Mazda,CX-7,2010,161.0,4.0,AUTOMATIC,4dr SUV,28,20,21700
Mazda,CX-7,2010,161.0,4.0,AUTOMATIC,4dr SUV,28,20,22490
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,4dr SUV,21,17,33340
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,4dr SUV,24,18,31640
Mazda,CX-7,2011,161.0,4.0,AUTOMATIC,4dr SUV,28,20,21990
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,4dr SUV,21,17,27955
Mazda,CX-7,2011,161.0,4.0,AUTOMATIC,4dr SUV,28,20,22795
Mazda,CX-7,2011,161.0,4.0,AUTOMATIC,4dr SUV,28,20,26390
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,4dr SUV,24,18,26255
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,4dr SUV,24,18,26455
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,4dr SUV,24,18,31840
Mazda,CX-7,2012,161.0,4.0,AUTOMATIC,4dr SUV,27,20,26590
Mazda,CX-7,2012,161.0,4.0,AUTOMATIC,4dr SUV,27,20,22995
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,4dr SUV,21,17,28155
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,4dr SUV,21,17,33540
Mazda,CX-7,2012,161.0,4.0,AUTOMATIC,4dr SUV,27,20,22190
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,4dr SUV,22,16,31575
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,4dr SUV,24,17,29985
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,4dr SUV,24,17,32480
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,4dr SUV,22,16,36625
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,4dr SUV,24,17,35035
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,4dr SUV,22,16,34070
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,4dr SUV,24,17,35035
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,4dr SUV,22,16,36625
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,4dr SUV,22,16,31575
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,4dr SUV,22,16,34070
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,4dr SUV,24,17,32480
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,4dr SUV,24,17,29985
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,28,22,35970
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,27,21,33320
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,27,21,41970
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,28,22,40170
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,28,22,31520
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,27,21,44015
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,4dr SUV,27,21,37770
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,26170
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,Extended Cab Pickup,19,14,27780
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,22030
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,27625
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,19,15,25245
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,26280
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,27625
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,19,15,24720
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,30155
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,30780
Dodge,Dakota,2008,210.0,6.0,MANUAL,Crew Cab Pickup,20,16,23640
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,20,16,25395
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,19,15,28580
Dodge,Dakota,2008,210.0,6.0,MANUAL,Crew Cab Pickup,19,15,26590
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,24010
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,30510
Dodge,Dakota,2008,210.0,6.0,MANUAL,Crew Cab Pickup,19,15,26120
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,22030
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26920
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26540
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,Crew Cab Pickup,18,14,32135
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,24010
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,19,15,27935
Dodge,Dakota,2008,210.0,6.0,MANUAL,Crew Cab Pickup,20,16,22505
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,26280
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,20,16,24985
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26935
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,Extended Cab Pickup,19,14,30760
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,Crew Cab Pickup,19,14,28520
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,29095
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,20,16,20470
Dodge,Dakota,2008,210.0,6.0,MANUAL,Extended Cab Pickup,20,16,20995
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,28630
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,31630
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,23710
Dodge,Dakota,2009,210.0,6.0,MANUAL,Crew Cab Pickup,20,16,25260
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,29355
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,31045
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,23710
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,29355
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,27960
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,30155
Dodge,Dakota,2009,210.0,6.0,MANUAL,Crew Cab Pickup,19,15,28210
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,27960
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26405
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,29985
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,26810
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,27315
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26405
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,22560
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26325
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,27880
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,25305
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,28255
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,23630
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,27005
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,23630
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,29275
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Extended Cab Pickup,20,15,22755
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,33180
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Extended Cab Pickup,18,14,27880
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,18,14,29275
Dodge,Dakota,2010,302.0,8.0,AUTOMATIC,Crew Cab Pickup,19,14,31365
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,26325
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,Crew Cab Pickup,20,15,30180
Dodge,Dart,2014,160.0,4.0,MANUAL,Sedan,36,25,16495
Dodge,Dart,2014,184.0,4.0,MANUAL,Sedan,35,22,18595
Dodge,Dart,2014,184.0,4.0,AUTOMATIC,Sedan,35,23,22995
Dodge,Dart,2014,160.0,4.0,MANUAL,Sedan,41,28,19995
Dodge,Dart,2014,184.0,4.0,MANUAL,Sedan,33,23,20995
Dodge,Dart,2015,184.0,4.0,MANUAL,Sedan,33,23,21645
Dodge,Dart,2015,184.0,4.0,MANUAL,Sedan,35,22,19000
Dodge,Dart,2015,160.0,4.0,MANUAL,Sedan,41,28,20495
Dodge,Dart,2015,184.0,4.0,AUTOMATIC,Sedan,35,23,23795
Dodge,Dart,2015,160.0,4.0,MANUAL,Sedan,36,25,16495
Dodge,Dart,2016,160.0,4.0,MANUAL,Sedan,39,27,19495
Dodge,Dart,2016,160.0,4.0,MANUAL,Sedan,36,25,18995
Dodge,Dart,2016,184.0,4.0,MANUAL,Sedan,35,22,19395
Dodge,Dart,2016,160.0,4.0,MANUAL,Sedan,36,25,17995
Dodge,Dart,2016,184.0,4.0,AUTOMATIC,Sedan,35,23,24395
Dodge,Dart,2016,160.0,4.0,MANUAL,Sedan,36,25,19595
Dodge,Dart,2016,160.0,4.0,MANUAL,Sedan,36,25,16995
Dodge,Dart,2016,160.0,4.0,MANUAL,Sedan,39,27,21095
Dodge,Dart,2016,184.0,4.0,MANUAL,Sedan,35,22,22095
Dodge,Dart,2016,184.0,4.0,MANUAL,Sedan,35,22,20995
Dodge,Dart,2016,184.0,4.0,MANUAL,Sedan,35,22,21595
Rolls-Royce,Dawn,2016,563.0,12.0,AUTOMATIC,Convertible,19,12,335000
Dodge,Daytona,1991,152.0,4.0,MANUAL,2dr Hatchback,24,18,2000
Dodge,Daytona,1991,152.0,4.0,MANUAL,2dr Hatchback,24,18,2000
Dodge,Daytona,1991,152.0,4.0,MANUAL,2dr Hatchback,24,18,2000
Dodge,Daytona,1991,100.0,4.0,MANUAL,2dr Hatchback,31,21,2000
Dodge,Daytona,1991,141.0,6.0,MANUAL,2dr Hatchback,25,17,2000
Dodge,Daytona,1991,100.0,4.0,MANUAL,2dr Hatchback,31,21,2000
Dodge,Daytona,1992,224.0,4.0,MANUAL,2dr Hatchback,24,17,2000
Dodge,Daytona,1992,141.0,6.0,MANUAL,2dr Hatchback,26,17,2000
Dodge,Daytona,1992,100.0,4.0,MANUAL,2dr Hatchback,29,20,2000
Dodge,Daytona,1992,100.0,4.0,MANUAL,2dr Hatchback,29,20,2000
Dodge,Daytona,1993,100.0,4.0,MANUAL,2dr Hatchback,29,22,2000
Dodge,Daytona,1993,100.0,4.0,MANUAL,2dr Hatchback,29,22,2000
Dodge,Daytona,1993,141.0,6.0,MANUAL,2dr Hatchback,25,17,2000
Dodge,Daytona,1993,224.0,4.0,MANUAL,2dr Hatchback,24,17,2000
Aston Martin,DB7,2003,420.0,12.0,AUTOMATIC,Coupe,18,11,156300
Aston Martin,DB7,2003,420.0,12.0,MANUAL,Convertible,17,10,151800
Aston Martin,DB7,2003,435.0,12.0,MANUAL,Coupe,15,9,156300
Aston Martin,DB7,2003,420.0,12.0,MANUAL,Coupe,17,10,141800
Aston Martin,DB9 GT,2016,540.0,12.0,AUTOMATIC,Coupe,19,13,235307
Aston Martin,DB9 GT,2016,540.0,12.0,AUTOMATIC,Convertible,19,13,213250
Aston Martin,DB9 GT,2016,540.0,12.0,AUTOMATIC,Coupe,19,13,198250
Aston Martin,DB9,2013,510.0,12.0,AUTOMATIC,Convertible,19,13,198700
Aston Martin,DB9,2013,510.0,12.0,AUTOMATIC,Coupe,19,13,183700
Aston Martin,DB9,2014,510.0,12.0,AUTOMATIC,Convertible,19,13,200800
Aston Martin,DB9,2014,510.0,12.0,AUTOMATIC,Coupe,19,13,185800
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,Coupe,19,13,198295
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,Coupe,19,13,188295
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,Convertible,19,13,203295
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,Convertible,19,13,213295
Aston Martin,DBS,2010,510.0,12.0,AUTOMATIC,Convertible,18,12,283900
Aston Martin,DBS,2010,510.0,12.0,MANUAL,Convertible,17,11,279500
Aston Martin,DBS,2010,510.0,12.0,AUTOMATIC,Coupe,18,12,270400
Aston Martin,DBS,2010,510.0,12.0,MANUAL,Coupe,17,11,266000
Aston Martin,DBS,2011,510.0,12.0,MANUAL,Convertible,17,11,282295
Aston Martin,DBS,2011,510.0,12.0,MANUAL,Coupe,17,11,268660
Aston Martin,DBS,2011,510.0,12.0,AUTOMATIC,Coupe,18,12,273104
Aston Martin,DBS,2011,510.0,12.0,AUTOMATIC,Convertible,18,12,286739
Aston Martin,DBS,2012,510.0,12.0,MANUAL,Convertible,17,11,295987
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,Coupe,18,12,275861
Aston Martin,DBS,2012,510.0,12.0,MANUAL,Coupe,17,11,284576
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,Convertible,18,12,296387
Aston Martin,DBS,2012,510.0,12.0,MANUAL,Convertible,17,11,290461
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,Coupe,18,12,284976
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,Convertible,18,12,290861
Aston Martin,DBS,2012,510.0,12.0,MANUAL,Coupe,17,11,275461
Land Rover,Defender,1994,182.0,8.0,MANUAL,2dr SUV,15,12,27736
Land Rover,Defender,1995,182.0,8.0,MANUAL,2dr SUV,15,12,30709
Land Rover,Defender,1997,182.0,8.0,AUTOMATIC,Convertible SUV,14,12,36931
Land Rover,Defender,1997,182.0,8.0,AUTOMATIC,2dr SUV,14,12,39669
Cadillac,DeVille,2003,275.0,8.0,AUTOMATIC,Sedan,25,16,49150
Cadillac,DeVille,2003,300.0,8.0,AUTOMATIC,Sedan,25,16,49150
Cadillac,DeVille,2003,275.0,8.0,AUTOMATIC,Sedan,25,16,44400
Cadillac,DeVille,2004,300.0,8.0,AUTOMATIC,Sedan,24,16,50750
Cadillac,DeVille,2004,275.0,8.0,AUTOMATIC,Sedan,24,16,50750
Cadillac,DeVille,2004,275.0,8.0,AUTOMATIC,Sedan,24,16,45600
Cadillac,DeVille,2005,275.0,8.0,AUTOMATIC,Sedan,22,15,51600
Cadillac,DeVille,2005,275.0,8.0,AUTOMATIC,Sedan,22,15,46430
Cadillac,DeVille,2005,275.0,8.0,AUTOMATIC,Sedan,22,15,46045
Cadillac,DeVille,2005,290.0,8.0,AUTOMATIC,Sedan,24,16,51600
Lamborghini,Diablo,2001,550.0,12.0,MANUAL,Coupe,12,9,294900
Mitsubishi,Diamante,2002,205.0,6.0,AUTOMATIC,Sedan,23,16,28447
Mitsubishi,Diamante,2002,210.0,6.0,AUTOMATIC,Sedan,23,16,26997
Mitsubishi,Diamante,2002,205.0,6.0,AUTOMATIC,Sedan,23,16,25687
Mitsubishi,Diamante,2003,205.0,6.0,AUTOMATIC,Sedan,23,16,25997
Mitsubishi,Diamante,2003,205.0,6.0,AUTOMATIC,Sedan,23,16,28447
Mitsubishi,Diamante,2003,210.0,6.0,AUTOMATIC,Sedan,23,16,27097
Mitsubishi,Diamante,2004,205.0,6.0,AUTOMATIC,Sedan,23,15,24999
Mitsubishi,Diamante,2004,210.0,6.0,AUTOMATIC,Sedan,23,15,26819
Mitsubishi,Diamante,2004,205.0,6.0,AUTOMATIC,Sedan,23,15,27619
Land Rover,Discovery Series II,2000,188.0,8.0,AUTOMATIC,4dr SUV,16,12,2561
Land Rover,Discovery Series II,2001,188.0,8.0,AUTOMATIC,4dr SUV,16,12,36350
Land Rover,Discovery Series II,2001,188.0,8.0,AUTOMATIC,4dr SUV,16,12,33350
Land Rover,Discovery Series II,2001,188.0,8.0,AUTOMATIC,4dr SUV,16,12,34350
Land Rover,Discovery Series II,2002,188.0,8.0,AUTOMATIC,4dr SUV,16,12,33350
Land Rover,Discovery Series II,2002,188.0,8.0,AUTOMATIC,4dr SUV,16,12,37150
Land Rover,Discovery Sport,2015,240.0,4.0,AUTOMATIC,4dr SUV,26,20,37070
Land Rover,Discovery Sport,2015,240.0,4.0,AUTOMATIC,4dr SUV,26,20,45570
Land Rover,Discovery Sport,2015,240.0,4.0,AUTOMATIC,4dr SUV,26,20,41570
Land Rover,Discovery Sport,2016,240.0,4.0,AUTOMATIC,4dr SUV,26,20,41955
Land Rover,Discovery Sport,2016,240.0,4.0,AUTOMATIC,4dr SUV,26,20,45955
Land Rover,Discovery Sport,2016,240.0,4.0,AUTOMATIC,4dr SUV,26,20,37455
Land Rover,Discovery Sport,2017,240.0,4.0,AUTOMATIC,4dr SUV,25,20,46595
Land Rover,Discovery Sport,2017,240.0,4.0,AUTOMATIC,4dr SUV,25,20,42195
Land Rover,Discovery Sport,2017,240.0,4.0,AUTOMATIC,4dr SUV,25,20,37695
Land Rover,Discovery,2003,217.0,8.0,AUTOMATIC,4dr SUV,14,11,34350
Land Rover,Discovery,2003,217.0,8.0,AUTOMATIC,4dr SUV,14,11,40350
Land Rover,Discovery,2003,217.0,8.0,AUTOMATIC,4dr SUV,14,11,38350
Land Rover,Discovery,2004,217.0,8.0,AUTOMATIC,4dr SUV,14,11,38685
Land Rover,Discovery,2004,217.0,8.0,AUTOMATIC,4dr SUV,14,11,40685
Land Rover,Discovery,2004,217.0,8.0,AUTOMATIC,4dr SUV,14,11,34330
Cadillac,DTS,2009,275.0,8.0,AUTOMATIC,Sedan,23,15,51460
Cadillac,DTS,2009,275.0,8.0,AUTOMATIC,Sedan,23,15,46280
Cadillac,DTS,2009,275.0,8.0,AUTOMATIC,Sedan,23,15,49730
Cadillac,DTS,2009,292.0,8.0,AUTOMATIC,Sedan,22,15,54230
Cadillac,DTS,2009,275.0,8.0,AUTOMATIC,Sedan,23,15,49230
Cadillac,DTS,2009,275.0,8.0,AUTOMATIC,Sedan,23,15,47625
Cadillac,DTS,2010,275.0,8.0,AUTOMATIC,Sedan,23,15,46280
Cadillac,DTS,2010,275.0,8.0,AUTOMATIC,Sedan,23,15,51525
Cadillac,DTS,2010,275.0,8.0,AUTOMATIC,Sedan,23,15,54425
Cadillac,DTS,2010,292.0,8.0,AUTOMATIC,Sedan,22,15,59475
Cadillac,DTS,2011,292.0,8.0,AUTOMATIC,Sedan,23,15,59875
Cadillac,DTS,2011,275.0,8.0,AUTOMATIC,Sedan,23,15,51925
Cadillac,DTS,2011,275.0,8.0,AUTOMATIC,Sedan,23,15,54825
Cadillac,DTS,2011,275.0,8.0,AUTOMATIC,Sedan,23,15,46680
Dodge,Durango,2015,290.0,6.0,AUTOMATIC,4dr SUV,25,18,36895
Dodge,Durango,2015,360.0,8.0,AUTOMATIC,4dr SUV,22,14,42495
Dodge,Durango,2015,290.0,6.0,AUTOMATIC,4dr SUV,24,17,39495
Dodge,Durango,2015,290.0,6.0,AUTOMATIC,4dr SUV,25,18,40995
Dodge,Durango,2015,290.0,6.0,AUTOMATIC,4dr SUV,24,17,33095
Dodge,Durango,2015,290.0,6.0,AUTOMATIC,4dr SUV,24,17,43595
Dodge,Durango,2015,360.0,8.0,AUTOMATIC,4dr SUV,23,14,39995
Dodge,Durango,2015,290.0,6.0,AUTOMATIC,4dr SUV,25,18,30495
Dodge,Durango,2016,360.0,8.0,AUTOMATIC,4dr SUV,22,14,41995
Dodge,Durango,2016,293.0,6.0,AUTOMATIC,4dr SUV,25,18,39595
Dodge,Durango,2016,293.0,6.0,AUTOMATIC,4dr SUV,27,19,30495
Dodge,Durango,2016,295.0,6.0,AUTOMATIC,4dr SUV,25,18,43895
Dodge,Durango,2016,293.0,6.0,AUTOMATIC,4dr SUV,25,18,33095
Dodge,Durango,2016,360.0,8.0,AUTOMATIC,4dr SUV,22,14,44595
Dodge,Durango,2016,295.0,6.0,AUTOMATIC,4dr SUV,27,19,42390
Dodge,Durango,2016,293.0,6.0,AUTOMATIC,4dr SUV,27,19,36995
Dodge,Durango,2016,295.0,6.0,AUTOMATIC,4dr SUV,27,19,41295
Dodge,Durango,2016,295.0,6.0,AUTOMATIC,4dr SUV,25,18,44990
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,26,19,37495
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,26,19,42490
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,25,18,40095
Dodge,Durango,2017,360.0,8.0,AUTOMATIC,4dr SUV,22,14,42095
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,26,19,29995
Dodge,Durango,2017,360.0,8.0,AUTOMATIC,4dr SUV,22,14,44695
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,26,19,41395
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,25,18,43995
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,25,18,45090
Dodge,Durango,2017,295.0,6.0,AUTOMATIC,4dr SUV,25,18,32595
Dodge,Dynasty,1991,100.0,4.0,AUTOMATIC,Sedan,24,18,2000
Dodge,Dynasty,1991,141.0,6.0,AUTOMATIC,Sedan,24,18,2000
Dodge,Dynasty,1992,100.0,4.0,AUTOMATIC,Sedan,26,19,2000
Dodge,Dynasty,1992,141.0,6.0,AUTOMATIC,Sedan,24,18,2000
Dodge,Dynasty,1993,141.0,6.0,AUTOMATIC,Sedan,26,18,2000
Dodge,Dynasty,1993,100.0,4.0,AUTOMATIC,Sedan,24,18,2000
Ford,E-150,1996,199.0,6.0,AUTOMATIC,Passenger Van,15,11,2000
Ford,E-150,1996,145.0,6.0,AUTOMATIC,Cargo Van,14,12,2000
Ford,E-150,1996,145.0,6.0,AUTOMATIC,Passenger Van,15,11,2000
Ford,E-150,1996,145.0,6.0,AUTOMATIC,Passenger Van,15,11,2000
Ford,E-150,1996,145.0,6.0,AUTOMATIC,Cargo Van,14,12,2000
Ford,E-150,1997,200.0,6.0,AUTOMATIC,Passenger Van,17,12,2000
Ford,E-150,1997,200.0,6.0,AUTOMATIC,Passenger Van,17,12,2123
Ford,E-150,1997,200.0,6.0,AUTOMATIC,Passenger Van,17,12,2074
Ford,E-150,1997,200.0,6.0,AUTOMATIC,Cargo Van,18,14,2000
Ford,E-150,1998,200.0,6.0,AUTOMATIC,Passenger Van,17,12,2301
Ford,E-150,1998,200.0,6.0,AUTOMATIC,Cargo Van,18,13,2079
Ford,E-150,1998,200.0,6.0,AUTOMATIC,Passenger Van,17,12,2256
Ford,E-150,1998,200.0,6.0,AUTOMATIC,Passenger Van,17,12,2169
Ford,E-250,1996,199.0,6.0,AUTOMATIC,Cargo Van,13,11,2000
Ford,E-250,1996,145.0,6.0,AUTOMATIC,Cargo Van,13,11,2000
Ford,E-250,1996,199.0,6.0,AUTOMATIC,Cargo Van,13,11,2000
Ford,E-250,1996,145.0,6.0,AUTOMATIC,Cargo Van,13,11,2000
Ford,E-250,1997,200.0,6.0,AUTOMATIC,Cargo Van,17,12,2000
Ford,E-250,1997,200.0,6.0,AUTOMATIC,Cargo Van,17,12,2000
Ford,E-250,1997,200.0,6.0,AUTOMATIC,Cargo Van,17,12,2000
Ford,E-250,1997,200.0,6.0,AUTOMATIC,Cargo Van,17,12,2000
Ford,E-250,1998,235.0,6.0,AUTOMATIC,Cargo Van,17,13,2080
Ford,E-250,1998,235.0,6.0,AUTOMATIC,Cargo Van,17,13,2107
Mercedes-Benz,E-Class,2015,329.0,6.0,AUTOMATIC,Coupe,28,20,55850
Mercedes-Benz,E-Class,2015,550.0,8.0,AUTOMATIC,Sedan,23,16,93600
Mercedes-Benz,E-Class,2015,329.0,6.0,AUTOMATIC,Coupe,29,20,53350
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Sedan,29,24,57100
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Sedan,28,20,54800
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Wagon,27,20,59000
Mercedes-Benz,E-Class,2015,195.0,4.0,AUTOMATIC,Sedan,38,27,54300
Mercedes-Benz,E-Class,2015,402.0,8.0,AUTOMATIC,Convertible,26,17,67750
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Sedan,29,20,52300
Mercedes-Benz,E-Class,2015,577.0,8.0,AUTOMATIC,Sedan,22,15,100600
Mercedes-Benz,E-Class,2015,577.0,8.0,AUTOMATIC,Wagon,21,15,103200
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Sedan,29,20,52300
Mercedes-Benz,E-Class,2015,329.0,6.0,AUTOMATIC,Sedan,28,20,64850
Mercedes-Benz,E-Class,2015,195.0,4.0,AUTOMATIC,Sedan,38,27,54300
Mercedes-Benz,E-Class,2015,402.0,8.0,AUTOMATIC,Coupe,26,18,59400
Mercedes-Benz,E-Class,2015,329.0,6.0,AUTOMATIC,Convertible,29,20,61350
Mercedes-Benz,E-Class,2015,195.0,4.0,AUTOMATIC,Sedan,42,28,51800
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Wagon,27,20,59000
Mercedes-Benz,E-Class,2015,302.0,6.0,AUTOMATIC,Sedan,28,20,54800
Mercedes-Benz,E-Class,2015,195.0,4.0,AUTOMATIC,Sedan,42,28,51800
Mercedes-Benz,E-Class,2015,329.0,6.0,AUTOMATIC,Sedan,29,20,62350
Mercedes-Benz,E-Class,2016,329.0,6.0,AUTOMATIC,Sedan,29,20,63100
Mercedes-Benz,E-Class,2016,302.0,6.0,AUTOMATIC,Wagon,27,20,59900
Mercedes-Benz,E-Class,2016,302.0,6.0,AUTOMATIC,Wagon,27,20,59900
Mercedes-Benz,E-Class,2016,195.0,4.0,AUTOMATIC,Sedan,38,27,55150
Mercedes-Benz,E-Class,2016,302.0,6.0,AUTOMATIC,Sedan,29,20,53100
Mercedes-Benz,E-Class,2016,329.0,6.0,AUTOMATIC,Sedan,28,20,65600
Mercedes-Benz,E-Class,2016,577.0,8.0,AUTOMATIC,Sedan,22,15,101700
Mercedes-Benz,E-Class,2016,302.0,6.0,AUTOMATIC,Sedan,29,20,53100
